pair_id,resume_id,jd_id,track_resume,track_jd,resume_text,jd_text,resume_skills,jd_skills,exp_years_resume,exp_years_req,edu_resume,edu_req,skill_score,experience_score,education_score,bert_proxy,ats_proxy,label_match,competence_level,competence_label,split,reviewer_label_match,reviewer_competence,reviewer_notes
P002862,R00715,J00183,backend,devops,"Summary: Motivated engineer with 7 years of experience across full project lifecycles.
Technical Skills: aws, django, docker, flask, linux, mongodb, python, spring, sql.
Experience: Worked for 7 years as a software engineer delivering production systems.
Education: M.Tech in Software Engineering.
","Job Title: DevOps Engineer
Requirements: Strong background in azure, docker, kubernetes, python.
Experience: Minimum 5 years of relevant experience required.
Education: Master's degree in Computer Science or related field required.
",aws;django;docker;flask;linux;mongodb;python;spring;sql,azure;docker;kubernetes;python,7,5,master,master,50.0,100.0,100.0,78.08,74.52,1,2,Good,val,,,
P003187,R00796,J00191,frontend,frontend,"Summary: Motivated engineer with 6 years of experience across full project lifecycles.
Technical Skills: angular, css, express, github, html, node, react, sql, typescript, vue.
Experience: Worked for 6 years as a software engineer delivering production systems.
Education: M.Tech in Software Engineering.
","Job Title: Frontend Developer
Requirements: Strong background in angular, node, typescript, vue.
Experience: Minimum 4 years of relevant experience required.
Education: Relevant practical experience valued; no strict degree requirement.
",angular;css;express;github;html;node;react;sql;typescript;vue,angular;node;typescript;vue,6,4,master,none,100.0,100.0,100.0,100.0,100.0,1,3,Strong,val,,,
P001718,R00429,J00042,fullstack,data_ml,"Summary: Software engineer with 4 years of experience building scalable applications.
Technical Skills: aws, docker, express, javascript, mongodb, python, react.
Experience: Worked for 4 years as a software engineer delivering production systems.
Education: Bachelor of Science in Information Technology.
","Job Title: ML Engineer
Requirements: Strong background in git, numpy, python, scikit-learn.
Experience: Minimum 2 years of relevant experience required.
Education: Relevant practical experience valued; no strict degree requirement.
",aws;docker;express;javascript;mongodb;python;react,git;numpy;python;scikit-learn,4,2,bachelor,none,25.0,100.0,100.0,47.46,56.87,0,1,Average,train,,,
P002442,R00610,J00187,backend,data_ml,"Summary: Motivated engineer with 7 years of experience across full project lifecycles.
Technical Skills: django, flask, git, linux, python, sql.
Experience: 7 years of professional experience including design, testing and deployment.
Education: Master of Science in Data Science.
","Job Title: ML Engineer
Requirements: Strong background in deep learning, git, mysql, pandas, python, scikit-learn, sql.
Experience: Minimum 2 years of relevant experience required.
Education: Relevant practical experience valued; no strict degree requirement.
",django;flask;git;linux;python;sql,deep learning;git;mysql;pandas;python;scikit-learn;sql,7,2,master,none,42.86,100.0,100.0,60.55,67.28,1,1,Average,test,,,
P000887,R00221,J00194,frontend,fullstack,"Summary: Software engineer with 4 years of experience building scalable applications.
Technical Skills: angular, css, express, git, html, javascript, react, sql, typescript.
Experience: Worked for 4 years as a software engineer delivering production systems.
Education: Bachelor of Science in Information Technology.
","Job Title: Full Stack Developer
Requirements: Strong background in aws, javascript, node, react, typescript.
Experience: Minimum 4 years of relevant experience required.
Education: Master's degree in Computer Science or related field required.
",angular;css;express;git;html;javascript;react;sql;typescript,aws;javascript;node;react;typescript,4,4,bachelor,master,60.0,100.0,0.0,67.02,60.76,1,1,Average,train,,,
P002743,R00685,J00078,backend,devops,"Summary: Software engineer with 5 years of experience building scalable applications.
Technical Skills: aws, docker, java, linux, mongodb, mysql, spring boot, sql.
Experience: Worked for 5 years as a software engineer delivering production systems.
Education: BCA in Computer Applications.
","Job Title: DevOps Engineer
Requirements: Strong background in azure, git, kubernetes, linux, python.
Experience: Minimum 4 years of relevant experience required.
Education: Bachelor's degree in Computer Science or related field required.
",aws;docker;java;linux;mongodb;mysql;spring boot;sql,azure;git;kubernetes;linux;python,5,4,bachelor,bachelor,20.0,100.0,100.0,57.4,57.35,0,1,Average,train,,,
P000693,R00173,J00173,devops,devops,"Summary: Motivated engineer with 1 years of experience across full project lifecycles.
Technical Skills: aws, azure, docker, github, kubernetes, linux, sql.
Experience: Worked for 1 years as a software engineer delivering production systems.
Education: Master of Science in Data Science.
","Job Title: DevOps Engineer
Requirements: Strong background in docker, gcp, git, github, linux, python, sql.
Experience: Minimum 4 years of relevant experience required.
Education: Relevant practical experience valued; no strict degree requirement.
",aws;azure;docker;github;kubernetes;linux;sql,docker;gcp;git;github;linux;python;sql,1,4,master,none,57.14,25.0,100.0,88.0,64.86,1,1,Average,train,,,
P002624,R00656,J00136,frontend,frontend,"Summary: Results-driven developer with 1 years of hands-on industry experience.
Technical Skills: angular, css, express, git, html, javascript, react, typescript, vue.
Experience: Total of 1 years experience in software development and team collaboration.
Education: MCA in Computer Applications.
","Job Title: Frontend Developer
Requirements: Strong background in angular, css, git, github, typescript, vue.
Experience: Minimum 1 years of relevant experience required.
Education: Bachelor's degree in Computer Science or related field required.
",angular;css;express;git;html;javascript;react;typescript;vue,angular;css;git;github;typescript;vue,1,1,master,bachelor,83.33,100.0,100.0,86.44,89.94,1,3,Strong,val,,,
P002019,R00504,J00187,fullstack,data_ml,"Summary: Results-driven developer with 2 years of hands-on industry experience.
Technical Skills: aws, express, git, mongodb, python, sql, typescript.
Experience: Total of 2 years experience in software development and team collaboration.
Education: Bachelor of Science in Information Technology.
","Job Title: ML Engineer
Requirements: Strong background in deep learning, git, mysql, pandas, python, scikit-learn, sql.
Experience: Minimum 2 years of relevant experience required.
Education: Relevant practical experience valued; no strict degree requirement.
",aws;express;git;mongodb;python;sql;typescript,deep learning;git;mysql;pandas;python;scikit-learn;sql,2,2,bachelor,none,42.86,100.0,100.0,60.32,67.22,1,1,Average,train,,,
P002464,R00616,J00021,frontend,frontend,"Summary: Motivated engineer with 1 years of experience across full project lifecycles.
Technical Skills: angular, css, express, github, javascript, node, react, typescript.
Experience: 1 years of professional experience including design, testing and deployment.
Education: B.Tech in Computer Science.
","Job Title: Frontend Developer
Requirements: Strong background in angular, git, github, html, javascript.
Experience: Minimum 2 years of relevant experience required.
Education: Relevant practical experience valued; no strict degree requirement.
",angular;css;express;github;javascript;node;react;typescript,angular;git;github;html;javascript,1,2,bachelor,none,60.0,50.0,100.0,76.68,68.17,1,1,Average,train,,,
P002928,R00732,J00132,data_ml,data_ml,"Summary: Results-driven developer with 6 years of hands-on industry experience.
Technical Skills: aws, deep learning, machine learning, numpy, postgresql, pytorch, sql.
Experience: Total of 6 years experience in software development and team collaboration.
Education: M.Tech in Software Engineering.
","Job Title: ML Engineer
Requirements: Strong background in aws, deep learning, docker, postgresql.
Experience: Minimum 3 years of relevant experience required.
Education: Relevant practical experience valued; no strict degree requirement.
",aws;deep learning;machine learning;numpy;postgresql;pytorch;sql,aws;deep learning;docker;postgresql,6,3,master,none,75.0,100.0,100.0,84.98,86.24,1,3,Strong,train,,,
P002210,R00552,J00144,data_ml,fullstack,"Summary: Motivated engineer with 6 years of experience across full project lifecycles.
Technical Skills: aws, docker, mysql, python, pytorch, sql, tensorflow.
Experience: 6 years of professional experience including design, testing and deployment.
Education: MCA in Computer Applications.
","Job Title: Full Stack Developer
Requirements: Strong background in aws, javascript, mongodb, python, react.
Experience: Minimum 5 years of relevant experience required.
Education: Bachelor's degree in Computer Science or related field required.
",aws;docker;mysql;python;pytorch;sql;tensorflow,aws;javascript;mongodb;python;react,6,5,master,bachelor,40.0,100.0,100.0,62.9,66.73,1,1,Average,train,,,
P001706,R00426,J00081,frontend,frontend,"Summary: Results-driven developer with 6 years of hands-on industry experience.
Technical Skills: angular, express, git, javascript, typescript.
Experience: 6 years of professional experience including design, testing and deployment.
Education: MCA in Computer Applications.
","Job Title: Frontend Developer
Requirements: Strong background in angular, express, github, html, javascript, vue.
Experience: Minimum 2 years of relevant experience required.
Education: Bachelor's degree in Computer Science or related field required.
",angular;express;git;javascript;typescript,angular;express;github;html;javascript;vue,6,2,master,bachelor,50.0,100.0,100.0,74.03,73.51,1,2,Good,train,,,
P000479,R00119,J00002,fullstack,data_ml,"Summary: Motivated engineer with 5 years of experience across full project lifecycles.
Technical Skills: aws, docker, express, git, linux, node, python, sql.
Experience: 5 years of professional experience including design, testing and deployment.
Education: PhD in Machine Learning.
","Job Title: ML Engineer
Requirements: Strong background in deep learning, mysql, pytorch, sql, tensorflow.
Experience: Minimum 4 years of relevant experience required.
Education: Bachelor's degree in Computer Science or related field required.
",aws;docker;express;git;linux;node;python;sql,deep learning;mysql;pytorch;sql;tensorflow,5,4,phd,bachelor,20.0,100.0,100.0,46.4,54.6,0,1,Average,train,,,
P001437,R00359,J00099,fullstack,fullstack,"Summary: Results-driven developer with 5 years of hands-on industry experience.
Technical Skills: aws, express, javascript, mongodb, node, python, react, typescript.
Experience: 5 years of professional experience including design, testing and deployment.
Education: Bachelor of Science in Information Technology.
","Job Title: Full Stack Developer
Requirements: Strong background in docker, express, git, javascript, node, react.
Experience: Minimum 2 years of relevant experience required.
Education: Bachelor's degree in Computer Science or related field required.
",aws;express;javascript;mongodb;node;python;react;typescript,docker;express;git;javascript;node;react,5,2,bachelor,bachelor,66.67,100.0,100.0,80.3,81.74,1,2,Good,train,,,
P000052,R00013,J00123,devops,devops,"Summary: Results-driven developer with 5 years of hands-on industry experience.
Technical Skills: aws, git, github, kubernetes, linux, python, sql.
Experience: Worked for 5 years as a software engineer delivering production systems.
Education: Master of Science in Data Science.
","Job Title: DevOps Engineer
Requirements: Strong background in aws, docker, gcp, git, kubernetes, linux, python.
Experience: Minimum 4 years of relevant experience required.
Education: Master's degree in Computer Science or related field required.
",aws;git;github;kubernetes;linux;python;sql,aws;docker;gcp;git;kubernetes;linux;python,5,4,master,master,71.43,100.0,100.0,77.44,82.93,1,2,Good,train,,,
P000240,R00060,J00160,backend,backend,"Summary: Motivated engineer with 1 years of experience across full project lifecycles.
Technical Skills: aws, docker, git, java, mongodb, postgresql, python, spring, spring boot.
Experience: Worked for 1 years as a software engineer delivering production systems.
Education: M.Tech in Software Engineering.
","Job Title: Backend Developer
Requirements: Strong background in aws, django, flask, git, python, spring, sql.
Experience: Minimum 3 years of relevant experience required.
Education: PhD or doctorate preferred.
",aws;docker;git;java;mongodb;postgresql;python;spring;spring boot,aws;django;flask;git;python;spring;sql,1,3,master,phd,57.14,33.33,0.0,76.35,48.61,0,0,Weak,test,,,
P002649,R00662,J00077,data_ml,data_ml,"Summary: Results-driven developer with 1 years of hands-on industry experience.
Technical Skills: deep learning, linux, pandas, postgresql, pytorch, scikit-learn.
Experience: Total of 1 years experience in software development and team collaboration.
Education: Bachelor of Science in Information Technology.
","Job Title: ML Engineer
Requirements: Strong background in aws, docker, numpy, pandas, scikit-learn.
Experience: Minimum 1 years of relevant experience required.
Education: Relevant practical experience valued; no strict degree requirement.
",deep learning;linux;pandas;postgresql;pytorch;scikit-learn,aws;docker;numpy;pandas;scikit-learn,1,1,bachelor,none,40.0,100.0,100.0,72.67,69.17,1,1,Average,test,,,
P000051,R00012,J00180,data_ml,backend,"Summary: Results-driven developer with 5 years of hands-on industry experience.
Technical Skills: aws, deep learning, docker, git, pandas, postgresql, python, scikit-learn, sql, tensorflow.
Experience: Worked for 5 years as a software engineer delivering production systems.
Education: Bachelor of Science in Information Technology.
","Job Title: Backend Developer
Requirements: Strong background in aws, django, git, java, mysql.
Experience: Minimum 2 years of relevant experience required.
Education: Bachelor's degree in Computer Science or related field required.
",aws;deep learning;docker;git;pandas;postgresql;python;scikit-learn;sql;tensorflow,aws;django;git;java;mysql,5,2,bachelor,bachelor,40.0,100.0,100.0,68.92,68.23,1,1,Average,train,,,
P001963,R00490,J00130,backend,backend,"Summary: Results-driven developer with 4 years of hands-on industry experience.
Technical Skills: aws, docker, fastapi, linux, mongodb, python, sql.
Experience: 4 years of professional experience including design, testing and deployment.
Education: M.Tech in Software Engineering.
","Job Title: Backend Developer
Requirements: Strong background in flask, mysql, spring boot, sql.
Experience: Minimum 4 years of relevant experience required.
Education: Bachelor's degree in Computer Science or related field required.
",aws;docker;fastapi;linux;mongodb;python;sql,flask;mysql;spring boot;sql,4,4,master,bachelor,25.0,100.0,100.0,63.62,60.9,1,1,Average,val,,,
P000063,R00015,J00186,backend,frontend,"Summary: Software engineer with 6 years of experience building scalable applications.
Technical Skills: aws, docker, fastapi, flask, java.
Experience: 6 years of professional experience including design, testing and deployment.
Education: PhD in Machine Learning.
","Job Title: Frontend Developer
Requirements: Strong background in angular, github, javascript, typescript.
Experience: Minimum 3 years of relevant experience required.
Education: Master's degree in Computer Science or related field required.
",aws;docker;fastapi;flask;java,angular;github;javascript;typescript,6,3,phd,master,0.0,100.0,100.0,45.6,46.4,0,0,Weak,train,,,
P002998,R00749,J00107,fullstack,data_ml,"Summary: Results-driven developer with 3 years of hands-on industry experience.
Technical Skills: aws, express, linux, mongodb, python, react, sql.
Experience: Worked for 3 years as a software engineer delivering production systems.
Education: Bachelor of Science in Information Technology.
","Job Title: ML Engineer
Requirements: Strong background in aws, deep learning, docker, git, numpy, pytorch, sql.
Experience: Minimum 3 years of relevant experience required.
Education: Master's degree in Computer Science or related field required.
",aws;express;linux;mongodb;python;react;sql,aws;deep learning;docker;git;numpy;pytorch;sql,3,3,bachelor,master,28.57,100.0,0.0,52.49,44.55,0,0,Weak,train,,,
P000194,R00048,J00168,devops,devops,"Summary: Motivated engineer with 6 years of experience across full project lifecycles.
Technical Skills: azure, docker, gcp, github, linux, sql.
Experience: 6 years of professional experience including design, testing and deployment.
Education: B.Tech in Computer Science.
","Job Title: DevOps Engineer
Requirements: Strong background in azure, git, kubernetes, sql.
Experience: Minimum 1 years of relevant experience required.
Education: Master's degree in Computer Science or related field required.
",azure;docker;gcp;github;linux;sql,azure;git;kubernetes;sql,6,1,bachelor,master,50.0,100.0,0.0,67.5,56.87,0,1,Average,train,,,
P000449,R00112,J00097,data_ml,data_ml,"Summary: Motivated engineer with 2 years of experience across full project lifecycles.
Technical Skills: deep learning, docker, numpy, postgresql, python, pytorch, scikit-learn, sql, tensorflow.
Experience: Worked for 2 years as a software engineer delivering production systems.
Education: Bachelor of Science in Information Technology.
","Job Title: ML Engineer
Requirements: Strong background in aws, git, numpy, python, sql, tensorflow.
Experience: Minimum 1 years of relevant experience required.
Education: Master's degree in Computer Science or related field required.
",deep learning;docker;numpy;postgresql;python;pytorch;scikit-learn;sql;tensorflow,aws;git;numpy;python;sql;tensorflow,2,1,bachelor,master,66.67,100.0,0.0,85.18,67.96,1,1,Average,train,,,
P002440,R00610,J00010,backend,backend,"Summary: Motivated engineer with 7 years of experience across full project lifecycles.
Technical Skills: django, flask, git, linux, python, sql.
Experience: 7 years of professional experience including design, testing and deployment.
Education: Master of Science in Data Science.
","Job Title: Backend Developer
Requirements: Strong background in docker, java, linux, mongodb, spring.
Experience: Minimum 4 years of relevant experience required.
Education: Relevant practical experience valued; no strict degree requirement.
",django;flask;git;linux;python;sql,docker;java;linux;mongodb;spring,7,4,master,none,20.0,100.0,100.0,56.72,57.18,0,1,Average,test,,,
P001467,R00366,J00176,frontend,frontend,"Summary: Motivated engineer with 3 years of experience across full project lifecycles.
Technical Skills: angular, express, git, html, vue.
Experience: Total of 3 years experience in software development and team collaboration.
Education: M.Tech in Software Engineering.
","Job Title: Frontend Developer
Requirements: Strong background in express, git, html, node, react, typescript, vue.
Experience: Minimum 3 years of relevant experience required.
Education: Bachelor's degree in Computer Science or related field required.
",angular;express;git;html;vue,express;git;html;node;react;typescript;vue,3,3,master,bachelor,57.14,100.0,100.0,84.27,78.92,1,2,Good,train,,,
P001344,R00336,J00016,frontend,frontend,"Summary: Results-driven developer with 3 years of hands-on industry experience.
Technical Skills: css, github, html, linux, node, vue.
Experience: 3 years of professional experience including design, testing and deployment.
Education: Bachelor of Science in Information Technology.
","Job Title: Frontend Developer
Requirements: Strong background in css, github, node, react, typescript, vue.
Experience: Minimum 2 years of relevant experience required.
Education: Master's degree in Computer Science or related field required.
",css;github;html;linux;node;vue,css;github;node;react;typescript;vue,3,2,bachelor,master,66.67,100.0,0.0,82.18,67.21,1,1,Average,test,,,
P000239,R00059,J00137,fullstack,data_ml,"Summary: Results-driven developer with 3 years of hands-on industry experience.
Technical Skills: aws, docker, git, mongodb, node, python, react, sql.
Experience: Worked for 3 years as a software engineer delivering production systems.
Education: Bachelor of Science in Information Technology.
","Job Title: ML Engineer
Requirements: Strong background in deep learning, python, pytorch, sql, tensorflow.
Experience: Minimum 3 years of relevant experience required.
Education: Bachelor's degree in Computer Science or related field required.
",aws;docker;git;mongodb;node;python;react;sql,deep learning;python;pytorch;sql;tensorflow,3,3,bachelor,bachelor,40.0,100.0,100.0,55.73,64.93,1,1,Average,train,,,
P001660,R00415,J00160,backend,backend,"Summary: Software engineer with 3 years of experience building scalable applications.
Technical Skills: flask, git, linux, mongodb, mysql, python, spring, sql.
Experience: Total of 3 years experience in software development and team collaboration.
Education: PhD in Machine Learning.
","Job Title: Backend Developer
Requirements: Strong background in aws, django, flask, git, python, spring, sql.
Experience: Minimum 3 years of relevant experience required.
Education: PhD or doctorate preferred.
",flask;git;linux;mongodb;mysql;python;spring;sql,aws;django;flask;git;python;spring;sql,3,3,phd,phd,71.43,100.0,100.0,78.81,83.27,1,2,Good,train,,,
P000120,R00030,J00150,backend,backend,"Summary: Results-driven developer with 5 years of hands-on industry experience.
Technical Skills: aws, fastapi, git, java, mysql, postgresql, spring, spring boot.
Experience: Worked for 5 years as a software engineer delivering production systems.
Education: MCA in Computer Applications.
","Job Title: Backend Developer
Requirements: Strong background in docker, fastapi, linux, mongodb, mysql, python, sql.
Experience: Minimum 4 years of relevant experience required.
Education: PhD or doctorate preferred.
",aws;fastapi;git;java;mysql;postgresql;spring;spring boot,docker;fastapi;linux;mongodb;mysql;python;sql,5,4,master,phd,28.57,100.0,0.0,64.09,47.45,0,0,Weak,val,,,
P002166,R00541,J00072,frontend,data_ml,"Summary: Results-driven developer with 8 years of hands-on industry experience.
Technical Skills: express, git, github, javascript, linux, node, sql, typescript.
Experience: Total of 8 years experience in software development and team collaboration.
Education: B.Tech in Computer Science.
","Job Title: ML Engineer
Requirements: Strong background in aws, machine learning, numpy, python, sql.
Experience: Minimum 2 years of relevant experience required.
Education: Bachelor's degree in Computer Science or related field required.
",express;git;github;javascript;linux;node;sql;typescript,aws;machine learning;numpy;python;sql,8,2,bachelor,bachelor,20.0,100.0,100.0,51.54,55.88,0,1,Average,train,,,
P000324,R00081,J00031,frontend,frontend,"Summary: Recent graduate seeking entry-level opportunity with strong project work.
Technical Skills: css, git, github, html, javascript, linux, node, react, sql, typescript, vue.
Experience: Academic projects and internships covering design and implementation.
Education: Master of Science in Data Science.
","Job Title: Frontend Developer
Requirements: Strong background in express, github, javascript, node, react.
Experience: Minimum 3 years of relevant experience required.
Education: Bachelor's degree in Computer Science or related field required.
",css;git;github;html;javascript;linux;node;react;sql;typescript;vue,express;github;javascript;node;react,0,3,master,bachelor,80.0,0.0,100.0,85.44,68.36,1,1,Average,val,,,
P000962,R00240,J00182,backend,data_ml,"Summary: Results-driven developer with 7 years of hands-on industry experience.
Technical Skills: aws, django, git, java, linux, mongodb, mysql, postgresql, spring boot, sql.
Experience: 7 years of professional experience including design, testing and deployment.
Education: MCA in Computer Applications.
","Job Title: ML Engineer
Requirements: Strong background in aws, docker, python, scikit-learn.
Experience: Minimum 3 years of relevant experience required.
Education: Relevant practical experience valued; no strict degree requirement.
",aws;django;git;java;linux;mongodb;mysql;postgresql;spring boot;sql,aws;docker;python;scikit-learn,7,3,master,none,25.0,100.0,100.0,57.06,59.27,0,1,Average,train,,,
P000298,R00074,J00031,fullstack,frontend,"Summary: Motivated engineer with 1 years of experience across full project lifecycles.
Technical Skills: aws, docker, express, git, javascript, mongodb, node, react, typescript.
Experience: Total of 1 years experience in software development and team collaboration.
Education: MCA in Computer Applications.
","Job Title: Frontend Developer
Requirements: Strong background in express, github, javascript, node, react.
Experience: Minimum 3 years of relevant experience required.
Education: Bachelor's degree in Computer Science or related field required.
",aws;docker;express;git;javascript;mongodb;node;react;typescript,express;github;javascript;node;react,1,3,master,bachelor,80.0,33.33,100.0,83.01,74.42,1,2,Good,train,,,
P000070,R00017,J00100,data_ml,backend,"Summary: Motivated engineer with 3 years of experience across full project lifecycles.
Technical Skills: deep learning, git, machine learning, numpy, postgresql, python, sql, tensorflow.
Experience: Worked for 3 years as a software engineer delivering production systems.
Education: Bachelor of Science in Information Technology.
","Job Title: Backend Developer
Requirements: Strong background in django, git, linux, python, spring, spring boot.
Experience: Minimum 2 years of relevant experience required.
Education: Master's degree in Computer Science or related field required.
",deep learning;git;machine learning;numpy;postgresql;python;sql;tensorflow,django;git;linux;python;spring;spring boot,3,2,bachelor,master,33.33,100.0,0.0,55.58,47.23,0,0,Weak,train,,,
P001133,R00283,J00138,devops,devops,"Summary: Results-driven developer with 5 years of hands-on industry experience.
Technical Skills: azure, git, github, kubernetes, linux, python.
Experience: Total of 5 years experience in software development and team collaboration.
Education: Master of Science in Data Science.
","Job Title: DevOps Engineer
Requirements: Strong background in azure, docker, git, python, sql.
Experience: Minimum 4 years of relevant experience required.
Education: Bachelor's degree in Computer Science or related field required.
",azure;git;github;kubernetes;linux;python,azure;docker;git;python;sql,5,4,master,bachelor,60.0,100.0,100.0,74.95,77.74,1,2,Good,train,,,
P000676,R00169,J00194,fullstack,fullstack,"Summary: Software engineer with 1 years of experience building scalable applications.
Technical Skills: express, git, javascript, node, python, react, sql, typescript.
Experience: 1 years of professional experience including design, testing and deployment.
Education: Bachelor of Science in Information Technology.
","Job Title: Full Stack Developer
Requirements: Strong background in aws, javascript, node, react, typescript.
Experience: Minimum 4 years of relevant experience required.
Education: Master's degree in Computer Science or related field required.
",express;git;javascript;node;python;react;sql;typescript,aws;javascript;node;react;typescript,1,4,bachelor,master,80.0,25.0,0.0,86.15,58.54,0,1,Average,train,,,
P001138,R00284,J00019,fullstack,fullstack,"Summary: Software engineer with 1 years of experience building scalable applications.
Technical Skills: aws, docker, git, javascript, mongodb, react, sql.
Experience: 1 years of professional experience including design, testing and deployment.
Education: BCA in Computer Applications.
","Job Title: Full Stack Developer
Requirements: Strong background in docker, express, react, typescript.
Experience: Minimum 1 years of relevant experience required.
Education: Bachelor's degree in Computer Science or related field required.
",aws;docker;git;javascript;mongodb;react;sql,docker;express;react;typescript,1,1,bachelor,bachelor,50.0,100.0,100.0,70.81,72.7,1,2,Good,train,,,
P001780,R00445,J00010,backend,backend,"Summary: Software engineer with 2 years of experience building scalable applications.
Technical Skills: aws, docker, flask, git, linux, mongodb, python, spring.
Experience: Worked for 2 years as a software engineer delivering production systems.
Education: PhD in Machine Learning.
","Job Title: Backend Developer
Requirements: Strong background in docker, java, linux, mongodb, spring.
Experience: Minimum 4 years of relevant experience required.
Education: Relevant practical experience valued; no strict degree requirement.
",aws;docker;flask;git;linux;mongodb;python;spring,docker;java;linux;mongodb;spring,2,4,phd,none,80.0,50.0,100.0,87.24,78.81,1,2,Good,train,,,
P000270,R00067,J00116,data_ml,frontend,"Summary: Software engineer with 4 years of experience building scalable applications.
Technical Skills: aws, linux, machine learning, mysql, numpy, postgresql, python, pytorch, tensorflow.
Experience: Total of 4 years experience in software development and team collaboration.
Education: PhD in Machine Learning.
","Job Title: Frontend Developer
Requirements: Strong background in css, express, javascript, node, react.
Experience: Minimum 3 years of relevant experience required.
Education: Bachelor's degree in Computer Science or related field required.
",aws;linux;machine learning;mysql;numpy;postgresql;python;pytorch;tensorflow,css;express;javascript;node;react,4,3,phd,bachelor,0.0,100.0,100.0,35.12,43.78,0,0,Weak,test,,,
P000178,R00044,J00103,fullstack,devops,"Summary: Software engineer with 3 years of experience building scalable applications.
Technical Skills: aws, docker, express, mongodb, node, python, react, sql, typescript.
Experience: Worked for 3 years as a software engineer delivering production systems.
Education: MCA in Computer Applications.
","Job Title: DevOps Engineer
Requirements: Strong background in aws, azure, docker, gcp, git, github, python.
Experience: Minimum 2 years of relevant experience required.
Education: Bachelor's degree in Computer Science or related field required.
",aws;docker;express;mongodb;node;python;react;sql;typescript,aws;azure;docker;gcp;git;github;python,3,2,master,bachelor,42.86,100.0,100.0,57.71,66.57,1,1,Average,test,,,
P002334,R00583,J00047,devops,data_ml,"Summary: Results-driven developer with 6 years of hands-on industry experience.
Technical Skills: azure, docker, git, github, kubernetes, linux, sql.
Experience: Worked for 6 years as a software engineer delivering production systems.
Education: MCA in Computer Applications.
","Job Title: ML Engineer
Requirements: Strong background in docker, git, mysql, pandas, sql.
Experience: Minimum 2 years of relevant experience required.
Education: Bachelor's degree in Computer Science or related field required.
",azure;docker;git;github;kubernetes;linux;sql,docker;git;mysql;pandas;sql,6,2,master,bachelor,60.0,100.0,100.0,75.13,77.78,1,2,Good,train,,,
P000864,R00216,J00121,frontend,frontend,"Summary: Motivated engineer with 6 years of experience across full project lifecycles.
Technical Skills: angular, css, express, git, html, javascript, node, typescript, vue.
Experience: Worked for 6 years as a software engineer delivering production systems.
Education: M.Tech in Software Engineering.
","Job Title: Frontend Developer
Requirements: Strong background in css, express, html, react.
Experience: Minimum 2 years of relevant experience required.
Education: Relevant practical experience valued; no strict degree requirement.
",angular;css;express;git;html;javascript;node;typescript;vue,css;express;html;react,6,2,master,none,75.0,100.0,100.0,81.1,85.28,1,3,Strong,train,,,
P002921,R00730,J00020,backend,backend,"Summary: Motivated engineer with 2 years of experience across full project lifecycles.
Technical Skills: aws, docker, flask, git, mongodb, mysql, sql.
Experience: 2 years of professional experience including design, testing and deployment.
Education: BCA in Computer Applications.
","Job Title: Backend Developer
Requirements: Strong background in aws, git, java, mysql, sql.
Experience: Minimum 1 years of relevant experience required.
Education: Master's degree in Computer Science or related field required.
",aws;docker;flask;git;mongodb;mysql;sql,aws;git;java;mysql;sql,2,1,bachelor,master,80.0,100.0,0.0,77.84,71.46,1,2,Good,test,,,
P001317,R00329,J00064,fullstack,fullstack,"Summary: Results-driven developer with 5 years of hands-on industry experience.
Technical Skills: aws, docker, express, git, javascript, mongodb, node, typescript.
Experience: 5 years of professional experience including design, testing and deployment.
Education: BCA in Computer Applications.
","Job Title: Full Stack Developer
Requirements: Strong background in aws, javascript, node, typescript.
Experience: Minimum 3 years of relevant experience required.
Education: Master's degree in Computer Science or related field required.
",aws;docker;express;git;javascript;mongodb;node;typescript,aws;javascript;node;typescript,5,3,bachelor,master,100.0,100.0,0.0,100.0,85.0,1,3,Strong,test,,,
P000291,R00072,J00111,data_ml,frontend,"Summary: Recent graduate seeking entry-level opportunity with strong project work.
Technical Skills: deep learning, git, numpy, pandas, sql, tensorflow.
Experience: Academic projects and internships covering design and implementation.
Education: M.Tech in Software Engineering.
","Job Title: Frontend Developer
Requirements: Strong background in express, github, html, javascript, node, typescript.
Experience: Minimum 5 years of relevant experience required.
Education: Master's degree in Computer Science or related field required.
",deep learning;git;numpy;pandas;sql;tensorflow,express;github;html;javascript;node;typescript,0,5,master,master,0.0,0.0,100.0,45.09,26.27,0,0,Weak,test,,,
P001271,R00317,J00174,data_ml,fullstack,"Summary: Software engineer with 3 years of experience building scalable applications.
Technical Skills: aws, deep learning, docker, git, machine learning, numpy, python, sql.
Experience: Worked for 3 years as a software engineer delivering production systems.
Education: BCA in Computer Applications.
","Job Title: Full Stack Developer
Requirements: Strong background in aws, express, node, python, react, sql.
Experience: Minimum 5 years of relevant experience required.
Education: Bachelor's degree in Computer Science or related field required.
",aws;deep learning;docker;git;machine learning;numpy;python;sql,aws;express;node;python;react;sql,3,5,bachelor,bachelor,50.0,60.0,100.0,61.06,62.26,1,1,Average,train,,,
